,index
19118,MBP
19119,GALR1
19120,LINC01029
19121,SALL3
19122,ATP9B
19123,NFATC1
19124,CTDP1
19125,KCNG2
19126,PQLC1
19127,HSBP1L1
19128,TXNL4A
19129,RBFA
19130,ADNP2
19131,PARD6G-AS1
19132,PARD6G
19133,DEFB125
19134,DEFB126
19135,DEFB127
19136,DEFB128
19137,DEFB129
19138,DEFB132
19139,C20orf96
19140,ZCCHC3
19141,NRSN2-AS1
19142,SOX12
19143,NRSN2
19144,TRIB3
19145,RBCK1
19146,TBC1D20
19147,CSNK2A1
19148,TCF15
19149,SRXN1
19150,SCRT2
19151,SLC52A3
19152,FAM110A
19153,ANGPT4
19154,RSPO4
19155,PSMF1
19156,TMEM74B
19157,C20orf202
19158,RAD21L1
19159,SNPH
19160,SDCBP2
19161,SDCBP2-AS1
19162,FKBP1A
19163,NSFL1C
19164,SIRPB2
19165,SIRPD
19166,SIRPB1
19167,SIRPG
19168,SIRPG-AS1
19169,SIRPA
19170,PDYN
19171,STK35
19172,TGM3
19173,TGM6
19174,SNRPB
19175,ZNF343
19176,TMC2
19177,NOP56
19178,IDH3B
19179,EBF4
19180,CPXM1
19181,C20orf141
19182,TMEM239
19183,PCED1A
19184,VPS16
19185,PTPRA
19186,GNRH2
19187,MRPS26
19188,OXT
19189,AVP
19190,UBOX5-AS1
19191,UBOX5
19192,FASTKD5
19193,DDRGK1
19194,ITPA
19195,SLC4A11
19196,C20orf194
19197,ATRN
19198,GFRA4
19199,ADAM33
19200,SIGLEC1
19201,HSPA12B
19202,C20orf27
19203,SPEF1
19204,CENPB
19205,CDC25B
19206,AP5S1
19207,MAVS
19208,PANK2
19209,RNF24
19210,SMOX
19211,LINC01433
19212,ADRA1D
19213,PRNP
19214,PRND
19215,PRNT
19216,RASSF2
19217,SLC23A2
19218,TMEM230
19219,PCNA
19220,CDS2
19221,PROKR2
19222,LINC00658
19223,LINC00654
19224,GPCPD1
19225,CHGB
19226,TRMT6
19227,MCM8
19228,MCM8-AS1
19229,CRLS1
19230,LRRN4
19231,FERMT1
19232,CASC20
19233,BMP2
19234,LINC01428
19235,HAO1
19236,TMX4
19237,PLCB1
19238,PLCB4
19239,LAMP5-AS1
19240,LAMP5
19241,ANKEF1
19242,SNAP25-AS1
19243,SNAP25
19244,MKKS
19245,SLX4IP
19246,JAG1
19247,C20orf187
19248,LINC00687
19249,BTBD3
19250,SPTLC3
19251,ISM1
19252,ISM1-AS1
19253,TASP1
19254,ESF1
19255,NDUFAF5
19256,SEL1L2
19257,MACROD2
19258,FLRT3
19259,MACROD2-AS1
19260,KIF16B
19261,AL049794.1
19262,SNRPB2
19263,OTOR
19264,PCSK2
19265,BFSP1
19266,DSTN
19267,RRBP1
19268,BANF2
19269,SNX5
19270,OVOL2
19271,MGME1
19272,PET117
19273,ZNF133
19274,LINC00851
19275,DZANK1
19276,POLR3F
19277,RBBP9
19278,SEC23B
19279,DTD1
19280,LINC00652
19281,SCP2D1
19282,SLC24A3
19283,RIN2
19284,NAA20
19285,CRNKL1
19286,CFAP61
19287,INSM1
19288,RALGAPA2
19289,LINC00237
19290,KIZ
19291,KIZ-AS1
19292,XRN2
19293,NKX2-4
19294,NKX2-2
19295,NKX2-2-AS1
19296,PAX1
19297,LINC01432
19298,LINC01427
19299,LINC00261
19300,FOXA2
19301,LINC01384
19302,SSTR4
19303,THBD
19304,CD93
19305,LINC00656
19306,NXT1
19307,LINC01431
19308,GZF1
19309,NAPB
19310,CSTL1
19311,CST11
19312,CST8
19313,CST9L
19314,CST9
19315,CST3
19316,CST4
19317,CST1
19318,CST2
19319,CST5
19320,GGTLC1
19321,SYNDIG1
19322,CST7
19323,APMAP
19324,ACSS1
19325,VSX1
19326,ENTPD6
19327,PYGB
19328,ABHD12
19329,GINS1
19330,NINL
19331,NANP
19332,ZNF337-AS1
19333,ZNF337
19334,FAM182B
19335,LINC01597
19336,LINC01598
19337,DEFB115
19338,DEFB116
19339,DEFB118
19340,DEFB119
19341,DEFB121
19342,DEFB123
19343,DEFB124
19344,REM1
19345,LINC00028
19346,HM13
19347,HM13-AS1
19348,ID1
19349,COX4I2
19350,BCL2L1
19351,ABALON
19352,TPX2
19353,MYLK2
19354,FOXS1
19355,DUSP15
19356,TTLL9
19357,PDRG1
19358,XKR7
19359,CCM2L
19360,HCK
19361,TM9SF4
19362,PLAGL2
19363,POFUT1
19364,KIF3B
19365,ASXL1
19366,NOL4L
19367,C20orf203
19368,COMMD7
19369,DNMT3B
19370,MAPRE1
19371,EFCAB8
19372,SUN5
19373,BPIFB2
19374,BPIFB6
19375,BPIFB3
19376,BPIFB4
19377,BPIFA2
19378,BPIFA3
19379,BPIFA1
19380,BPIFB1
19381,CDK5RAP1
19382,SNTA1
19383,CBFA2T2
19384,NECAB3
19385,C20orf144
19386,ACTL10
19387,E2F1
19388,PXMP4
19389,ZNF341
19390,ZNF341-AS1
19391,CHMP4B
19392,RALY
19393,EIF2S2
19394,ASIP
19395,AHCY
19396,ITCH
19397,ITCH-AS1
19398,DYNLRB1
19399,MAP1LC3A
19400,PIGU
19401,NCOA6
19402,TP53INP2
19403,GGT7
19404,ACSS2
19405,GSS
19406,MYH7B
19407,TRPC4AP
19408,EDEM2
19409,PROCR
19410,MMP24
19411,EIF6
19412,FAM83C-AS1
19413,FAM83C
19414,UQCC1
19415,GDF5OS
19416,GDF5
19417,CEP250
19418,C20orf173
19419,ERGIC3
19420,SPAG4
19421,CPNE1
19422,RBM12
19423,NFS1
19424,ROMO1
19425,RBM39
19426,PHF20
19427,SCAND1
19428,CNBD2
19429,EPB41L1
19430,AAR2
19431,DLGAP4
19432,DLGAP4-AS1
19433,MYL9
19434,TGIF2
19435,SLA2
19436,NDRG3
19437,DSN1
19438,SOGA1
19439,TLDC2
19440,SAMHD1
19441,RBL1
19442,MROH8
19443,RPN2
19444,GHRH
19445,MANBAL
19446,SRC
19447,BLCAP
19448,NNAT
19449,LINC00489
19450,CTNNBL1
19451,VSTM2L
19452,TTI1
19453,RPRD1B
19454,TGM2
19455,KIAA1755
19456,BPI
19457,LBP
19458,RALGAPB
19459,ADIG
19460,ARHGAP40
19461,SLC32A1
19462,ACTR5
19463,PPP1R16B
19464,FAM83D
19465,DHX35
19466,LINC01370
19467,MAFB
19468,TOP1
19469,PLCG1-AS1
19470,PLCG1
19471,ZHX3
19472,LPIN3
19473,EMILIN3
19474,CHD6
19475,PTPRT
19476,SRSF6
19477,L3MBTL1
19478,SGK2
19479,IFT52
19480,MYBL2
19481,GTSF1L
19482,TOX2
19483,JPH2
19484,OSER1
19485,GDAP1L1
19486,FITM2
19487,R3HDML
19488,HNF4A
19489,HNF4A-AS1
19490,LINC01620
19491,TTPAL
19492,SERINC3
19493,PKIG
19494,ADA
19495,LINC01260
19496,KCNK15-AS1
19497,WISP2
19498,KCNK15
19499,RIMS4
19500,YWHAB
19501,PABPC1L
19502,TOMM34
19503,STK4-AS1
19504,STK4
19505,KCNS1
19506,WFDC5
19507,WFDC12
19508,PI3
19509,SEMG1
19510,SEMG2
19511,SLPI
19512,MATN4
19513,RBPJL
19514,SDC4
19515,SYS1
19516,SYS1-DBNDD2
19517,TP53TG5
19518,DBNDD2
19519,PIGT
19520,WFDC2
19521,SPINT3
19522,WFDC6
19523,EPPIN-WFDC6
19524,EPPIN
19525,WFDC8
19526,WFDC9
19527,WFDC10A
19528,WFDC11
19529,WFDC10B
19530,WFDC13
19531,SPINT4
19532,WFDC3
19533,DNTTIP1
19534,UBE2C
19535,TNNC2
19536,SNX21
19537,ACOT8
19538,ZSWIM3
19539,ZSWIM1
19540,SPATA25
19541,NEURL2
19542,CTSA
19543,PLTP
19544,PCIF1
19545,ZNF335
19546,MMP9
19547,SLC12A5
19548,NCOA5
19549,CD40
19550,CDH22
19551,SLC35C2
19552,ELMO2
19553,ZNF334
19554,OCSTAMP
19555,SLC13A3
19556,TP53RK
19557,SLC2A10
19558,EYA2
19559,ZMYND8
19560,NCOA3
19561,SULF2
19562,LINC01522
19563,LINC01523
19564,LINC00494
19565,PREX1
19566,ARFGEF2
19567,CSE1L-AS1
19568,CSE1L
19569,STAU1
19570,DDX27
19571,ZNFX1
19572,ZFAS1
19573,KCNB1
19574,PTGIS
19575,B4GALT5
19576,SLC9A8
19577,SPATA2
19578,RNF114
19579,SNAI1
19580,TRERNA1
19581,TMEM189-UBE2V1
19582,UBE2V1
19583,TMEM189
19584,LINC01273
19585,CEBPB-AS1
19586,CEBPB
19587,LINC01270
19588,LINC01271
19589,PTPN1
19590,PARD6B
19591,BCAS4
19592,ADNP
19593,ADNP-AS1
19594,DPM1
19595,MOCS3
19596,KCNG1
19597,NFATC2
19598,ATP9A
19599,SALL4
19600,LINC01429
19601,ZFP64
19602,LINC01524
19603,TSHZ2
19604,ZNF217
19605,AC006076.1
19606,BCAS1
19607,CYP24A1
19608,PFDN4
19609,DOK5
19610,LINC01440
19611,LINC01441
19612,CBLN4
19613,MC3R
19614,FAM210B
19615,AURKA
19616,CSTF1
19617,CASS4
19618,GCNT7
19619,FAM209A
19620,FAM209B
19621,TFAP2C
19622,BMP7
19623,BMP7-AS1
19624,SPO11
19625,RAE1
19626,MTRNR2L3
19627,RBM38
19628,CTCFL
19629,PCK1
19630,ZBP1
19631,PMEPA1
19632,NKILA
19633,C20orf85
19634,ANKRD60
19635,RAB22A
19636,VAPB
19637,APCDD1L
19638,STX16
19639,STX16-NPEPL1
19640,NPEPL1
19641,GNAS-AS1
19642,GNAS
19643,NELFCD
19644,CTSZ
19645,TUBB1
19646,PRELID3B
19647,ZNF831
19648,EDN3
19649,PHACTR3
19650,SYCP2
19651,FAM217B
19652,PPP1R3D
19653,CDH26
19654,C20orf197
19655,MIR646HG
19656,CDH4
19657,TAF4
19658,LSM14B
19659,PSMA7
19660,SS18L1
19661,MTG2
19662,HRH3
19663,OSBPL2
19664,ADRM1
19665,LAMA5
19666,LAMA5-AS1
19667,RPS21
19668,CABLES2
19669,RBBP8NL
19670,GATA5
19671,MIR1-1HG
19672,SLCO4A1
19673,SLCO4A1-AS1
19674,LINC00686
19675,NTSR1
19676,LINC00659
19677,MRGBP
19678,OGFR-AS1
19679,OGFR
19680,COL9A3
19681,TCFL5
19682,DIDO1
19683,GID8
19684,SLC17A9
19685,BHLHE23
19686,LINC00029
19687,LINC01056
19688,HAR1B
19689,HAR1A
19690,YTHDF1
19691,BIRC7
19692,NKAIN4
19693,ARFGAP1
19694,COL20A1
19695,CHRNA4
19696,KCNQ2
19697,EEF1A2
19698,PPDPF
19699,PTK6
19700,SRMS
19701,HELZ2
19702,GMEB2
19703,STMN3
19704,RTEL1
19705,RTEL1-TNFRSF6B
19706,TNFRSF6B
19707,ARFRP1
19708,ZGPAT
19709,LIME1
19710,SLC2A4RG
19711,ZBTB46
19712,ZBTB46-AS1
19713,ABHD16B
19714,TPD52L2
19715,DNAJC5
19716,UCKL1
19717,UCKL1-AS1
19718,ZNF512B
19719,SAMD10
19720,PRPF6
19721,SOX18
19722,TCEA2
19723,RGS19
19724,OPRL1
19725,LKAAEAR1
19726,NPBWR2
19727,MYT1
19728,PCMTD2
19729,LINC00266-1
19730,FAM138F
19731,OR4F17
19732,AC092192.1
19733,PLPP2
19734,MIER2
19735,THEG
19736,AC010641.1
19737,C2CD4C
19738,SHC2
19739,ODF3L2
19740,MADCAM1
19741,TPGS1
19742,CDC34
19743,GZMM
19744,BSG
19745,HCN2
19746,POLRMT
19747,FGF22
19748,RNF126
19749,FSTL3
19750,PRSS57
19751,PALM
19752,MISP
19753,PTBP1
19754,PLPPR3
19755,AZU1
19756,PRTN3
19757,ELANE
19758,CFD
19759,MED16
19760,R3HDM4
19761,KISS1R
19762,ARID3A
19763,WDR18
19764,GRIN3B
19765,TMEM259
19766,CNN2
19767,ABCA7
19768,POLR2E
19769,GPX4
19770,SBNO2
19771,STK11
19772,CBARP
19773,MIDN
19774,CIRBP
19775,CIRBP-AS1
19776,C19orf24
19777,MUM1
19778,EFNA2
19779,NDUFS7
19780,GAMT
19781,DAZAP1
19782,RPS15
19783,APC2
19784,C19orf25
19785,PCSK4
19786,REEP6
19787,ADAMTSL5
19788,PLK5
19789,MEX3D
19790,MBD3
19791,UQCR11
19792,TCF3
19793,AC005256.1
19794,ONECUT3
19795,ATP8B3
19796,REXO1
19797,KLF16
19798,ABHD17A
19799,SCAMP4
19800,ADAT3
19801,CSNK1G2
19802,CSNK1G2-AS1
19803,BTBD2
19804,MKNK2
19805,MOB3A
19806,IZUMO4
19807,AP3D1
19808,DOT1L
19809,AC004490.1
19810,PLEKHJ1
19811,SF3A2
19812,AMH
19813,JSRP1
19814,OAZ1
19815,LINGO3
19816,LSM7
19817,SPPL2B
19818,TMPRSS9
19819,TIMM13
19820,LMNB2
19821,GADD45B
19822,GNG7
19823,DIRAS1
19824,SLC39A3
19825,SGTA
19826,THOP1
19827,ZNF554
19828,ZNF555
19829,ZNF556
19830,ZNF57
19831,ZNF77
19832,TLE6
19833,TLE2
19834,AES
19835,GNA11
19836,AC005262.2
19837,GNA15
19838,S1PR4
19839,NCLN
19840,CELF5
19841,AC010649.1
19842,NFIC
19843,SMIM24
19844,DOHH
19845,FZR1
19846,MFSD12
19847,C19orf71
19848,HMG20B
19849,GIPC3
19850,TBXA2R
19851,CACTIN-AS1
19852,CACTIN
19853,PIP5K1C
19854,AC004637.1
19855,TJP3
19856,APBA3
19857,MRPL54
19858,RAX2
19859,MATK
19860,ZFR2
19861,ATCAY
19862,NMRK2
19863,DAPK3
19864,EEF2
19865,PIAS4
19866,ZBTB7A
19867,MAP2K2
19868,CREB3L3
19869,SIRT6
19870,ANKRD24
19871,EBI3
19872,SHD
19873,TMIGD2
19874,FSD1
19875,STAP2
19876,MPND
19877,AC007292.3
19878,SH3GL1
19879,CHAF1A
19880,UBXN6
19881,PLIN4
19882,PLIN5
19883,LRG1
19884,SEMA6B
19885,TNFAIP8L1
19886,MYDGF
19887,DPP9
19888,DPP9-AS1
19889,MIR7-3HG
19890,FEM1A
19891,AC005523.2
19892,TICAM1
19893,PLIN3
19894,ARRDC5
19895,UHRF1
19896,KDM4B
19897,PTPRS
19898,ZNRF4
19899,TINCR
19900,SAFB2
19901,SAFB
19902,RPL36
19903,C19orf70
19904,HSD11B1L
19905,LONP1
19906,CATSPERD
19907,PRR22
19908,DUS3L
19909,NRTN
19910,FUT6
19911,FUT3
19912,FUT5
19913,NDUFA11
19914,AC104532.2
19915,VMAC
19916,CAPS
19917,RANBP3
19918,RFX2
19919,ACSBG2
19920,MLLT1
19921,ACER1
19922,CLPP
19923,ALKBH7
19924,PSPN
19925,GTF2F1
19926,KHSRP
19927,SLC25A41
19928,SLC25A23
19929,CRB3
19930,DENND1C
19931,TUBB4A
19932,TNFSF9
19933,CD70
19934,TNFSF14
19935,C3
19936,GPR108
19937,TRIP10
19938,SH2D3A
19939,VAV1
19940,ADGRE1
19941,MBD3L5
19942,MBD3L4
19943,MBD3L2
19944,MBD3L3
19945,ZNF557
19946,INSR
19947,ARHGEF18
19948,PEX11G
19949,ZNF358
19950,MCOLN1
19951,PNPLA6
19952,CAMSAP3
19953,XAB2
19954,PET100
19955,PCP2
19956,STXBP2
19957,RETN
19958,MCEMP1
19959,TRAPPC5
19960,FCER2
19961,CLEC4G
19962,CD209
19963,CLEC4M
19964,EVI5L
19965,PRR36
19966,LRRC8E
19967,MAP2K7
19968,TGFBR3L
19969,SNAPC2
19970,CTXN1
19971,TIMM44
19972,ELAVL1
19973,CCL25
19974,FBN3
19975,CERS4
19976,CD320
19977,NDUFA7
19978,RPS28
19979,KANK3
19980,ANGPTL4
19981,RAB11B-AS1
19982,RAB11B
19983,MARCH2
19984,HNRNPM
19985,PRAM1
19986,ZNF414
19987,MYO1F
19988,AC092316.1
19989,ADAMTS10
19990,ACTL9
19991,OR2Z1
19992,ZNF558
19993,MBD3L1
19994,MUC16
19995,OR1M1
19996,OR7G2
19997,OR7G1
19998,OR7G3
19999,ZNF317
20000,OR7D2
20001,OR7D4
20002,OR7E24
20003,ZNF699
20004,ZNF559
20005,ZNF559-ZNF177
20006,ZNF177
20007,ZNF266
20008,ZNF560
20009,ZNF426
20010,ZNF121
20011,ZNF561
20012,ZNF562
20013,ZNF846
20014,FBXL12
20015,UBL5
20016,PIN1
20017,OLFM2
20018,COL5A3
20019,RDH8
20020,C19orf66
20021,ANGPTL6
20022,PPAN-P2RY11
20023,PPAN
20024,P2RY11
20025,EIF3G
20026,DNMT1
20027,S1PR2
20028,MRPL4
20029,ICAM1
20030,ICAM4
20031,ICAM5
20032,ZGLP1
20033,RAVER1
20034,ICAM3
20035,TYK2
20036,CDC37
20037,PDE4A
20038,KEAP1
20039,S1PR5
20040,ATG4D
20041,KRI1
20042,CDKN2D
20043,AP1M2
20044,SLC44A2
20045,ILF3
20046,QTRT1
20047,DNM2
20048,TMED1
20049,C19orf38
20050,CARM1
20051,YIPF2
20052,SMARCA4
20053,LDLR
20054,SPC24
20055,KANK2
20056,DOCK6
20057,ANGPTL8
20058,TSPAN16
20059,RAB3D
20060,TMEM205
20061,CCDC159
20062,PLPPR2
20063,SWSAP1
20064,EPOR
20065,RGL3
20066,CCDC151
20067,PRKCSH
20068,ELAVL3
20069,ZNF653
20070,ECSIT
20071,CNN1
20072,ELOF1
20073,ZNF627
20074,ACP5
20075,ZNF823
20076,ZNF441
20077,ZNF491
20078,ZNF440
20079,ZNF439
20080,ZNF69
20081,ZNF700
20082,ZNF763
20083,ZNF433
20084,ZNF878
20085,ZNF844
20086,ZNF20
20087,ZNF625-ZNF20
20088,ZNF625
20089,ZNF136
20090,ZNF44
20091,ZNF563
20092,ZNF442
20093,ZNF799
20094,ZNF443
20095,ZNF709
20096,ZNF564
20097,ZNF490
20098,ZNF791
20099,MAN2B1
20100,WDR83
20101,WDR83OS
20102,DHPS
20103,FBXW9
20104,TNPO2
20105,ASNA1
20106,BEST2
20107,HOOK2
20108,JUNB
20109,PRDX2
20110,RNASEH2A
20111,RTBDN
20112,MAST1
20113,DNASE2
20114,KLF1
20115,GCDH
20116,SYCE2
20117,FARSA
20118,FARSA-AS1
20119,CALR
20120,RAD23A
20121,GADD45GIP1
20122,DAND5
20123,NFIX
20124,LYL1
20125,TRMT1
20126,NACC1
20127,STX10
20128,IER2
20129,CACNA1A
20130,CCDC130
20131,MRI1
20132,C19orf53
20133,AC008686.1
20134,ZSWIM4
20135,NANOS3
20136,C19orf57
20137,CC2D1A
20138,PODNL1
20139,DCAF15
20140,RFX1
20141,RLN3
20142,IL27RA
20143,PALM3
20144,C19orf67
20145,SAMD1
20146,PRKACA
20147,ASF1B
20148,ADGRL1
20149,ADGRE5
20150,DDX39A
20151,PKN1
20152,PTGER1
20153,GIPC1
20154,DNAJB1
20155,TECR
20156,NDUFB7
20157,CLEC17A
20158,ADGRE3
20159,ZNF333
20160,ADGRE2
20161,OR7A5
20162,OR7C1
20163,OR7A10
20164,OR7A17
20165,OR7C2
20166,SLC1A6
20167,CCDC105
20168,CASP14
20169,OR1I1
20170,SYDE1
20171,ILVBL
20172,AC003956.1
20173,NOTCH3
20174,AC004257.1
20175,EPHX3
20176,BRD4
20177,AKAP8
20178,AKAP8L
20179,WIZ
20180,RASAL3
20181,PGLYRP2
20182,CYP4F22
20183,CYP4F8
20184,CYP4F3
20185,CYP4F12
20186,OR10H2
20187,OR10H3
20188,OR10H5
20189,OR10H1
20190,CYP4F2
20191,CYP4F11
20192,OR10H4
20193,TPM4
20194,RAB8A
20195,HSH2D
20196,CIB3
20197,FAM32A
20198,AP1M1
20199,KLF2
20200,EPS15L1
20201,CALR3
20202,C19orf44
20203,CHERP
20204,SLC35E1
20205,MED26
20206,SMIM7
20207,TMEM38A
20208,NWD1
20209,SIN3B
20210,F2RL3
20211,CPAMD8
20212,HAUS8
20213,MYO9B
20214,USE1
20215,OCEL1
20216,NR2F6
20217,USHBP1
20218,BABAM1
20219,ANKLE1
20220,ABHD8
20221,MRPL34
20222,DDA1
20223,ANO8
20224,GTPBP3
20225,PLVAP
20226,BST2
20227,BISPR
20228,MVB12A
20229,TMEM221
20230,NXNL1
20231,SLC27A1
20232,PGLS
20233,FAM129C
20234,COLGALT1
20235,UNC13A
20236,MAP1S
20237,FCHO1
20238,B3GNT3
20239,INSL3
20240,JAK3
20241,RPL18A
20242,SLC5A5
20243,CCDC124
20244,KCNN1
20245,ARRDC2
20246,IL12RB1
20247,MAST3
20248,PIK3R2
20249,IFI30
20250,MPV17L2
20251,RAB3A
20252,PDE4C
20253,JUND
20254,LSM4
20255,PGPEP1
20256,GDF15
20257,LRRC25
20258,SSBP4
20259,ISYNA1
20260,ELL
20261,FKBP8
20262,AC005387.2
20263,KXD1
20264,AC005253.2
20265,UBA52
20266,CRLF1
20267,TMEM59L
20268,KLHL26
20269,CRTC1
20270,COMP
20271,UPF1
20272,CERS1
20273,GDF1
20274,COPE
20275,DDX49
20276,HOMER3
20277,SUGP2
20278,ARMC6
20279,SLC25A42
20280,TMEM161A
20281,BORCS8-MEF2B
20282,MEF2B
20283,BORCS8
20284,RFXANK
20285,NR2C2AP
20286,NCAN
20287,HAPLN4
20288,TM6SF2
20289,SUGP1
20290,MAU2
20291,GATAD2A
20292,TSSK6
20293,NDUFA13
20294,YJEFN3
20295,CILP2
20296,PBX4
20297,AC002306.1
20298,LPAR2
20299,GMIP
20300,ATP13A1
20301,ZNF101
20302,ZNF14
20303,ZNF506
20304,ZNF253
20305,ZNF93
20306,ZNF682
20307,ZNF90
20308,ZNF486
20309,ZNF737
20310,ZNF626
20311,ZNF66
20312,ZNF85
20313,ZNF430
20314,ZNF714
20315,ZNF431
20316,ZNF708
20317,ZNF738
20318,ZNF493
20319,LINC00664
20320,ZNF429
20321,ZNF100
20322,ZNF43
20323,ZNF208
20324,ZNF257
20325,ZNF676
20326,ZNF729
20327,ZNF98
20328,AC011516.1
20329,LINC01233
20330,ZNF492
20331,ZNF99
20332,ZNF728
20333,ZNF730
20334,ZNF91
20335,LINC01224
20336,ZNF675
20337,ZNF681
20338,ZNF726
20339,ZNF254
20340,ERVK-28
20341,LINC00662
20342,AC093074.1
20343,AC005307.1
20344,AC005616.1
20345,AC005394.1
20346,AC079466.1
20347,AC007795.1
20348,AC011524.1
20349,AC008991.1
20350,AC011524.2
20351,LINC00906
20352,LINC01532
20353,UQCRFS1
20354,VSTM2B
20355,POP4
20356,PLEKHF1
20357,C19orf12
20358,CCNE1
20359,URI1
20360,AC005597.1
20361,ZNF536
20362,TSHZ3
20363,AC008992.1
20364,AC011525.2
20365,LINC01533
20366,AC011518.1
20367,ZNF507
20368,DPY19L3
20369,PDCD5
20370,ANKRD27
20371,RGS9BP
20372,NUDT19
20373,TDRD12
20374,SLC7A9
20375,CEP89
20376,FAAP24
20377,RHPN2
20378,GPATCH1
20379,WDR88
20380,LRP3
20381,SLC7A10
20382,CEBPA
20383,CEBPG
20384,PEPD
20385,CHST8
20386,KCTD15
20387,LSM14A
20388,KIAA0355
20389,GPI
20390,PDCD2L
20391,UBA2
20392,WTIP
20393,SCGB1B2P
20394,SCGB2B2
20395,ZNF302
20396,ZNF181
20397,ZNF599
20398,LINC00904
20399,ZNF30-AS1
20400,ZNF30
20401,ZNF792
20402,GRAMD1A
20403,SCN1B
20404,HPN
20405,HPN-AS1
20406,FXYD3
20407,LGI4
20408,FXYD1
20409,FXYD7
20410,FXYD5
20411,FAM187B
20412,LSR
20413,USF2
20414,HAMP
20415,MAG
20416,CD22
20417,FFAR1
20418,FFAR3
20419,GPR42
20420,LINC01531
20421,AC002511.2
20422,FFAR2
20423,KRTDAP
20424,DMKN
20425,SBSN
20426,GAPDHS
20427,TMEM147-AS1
20428,TMEM147
20429,ATP4A
20430,HAUS5
20431,RBM42
20432,ETV2
20433,COX6B1
20434,UPK1A
20435,UPK1A-AS1
20436,ZBTB32
20437,KMT2B
20438,IGFLR1
20439,U2AF1L4
20440,PSENEN
20441,LIN37
20442,HSPB6
20443,PROSER3
20444,ARHGAP33
20445,PRODH2
20446,NPHS1
20447,KIRREL2
20448,APLP1
20449,NFKBID
20450,HCST
20451,TYROBP
20452,LRFN3
20453,AF038458.3
20454,SDHAF1
20455,SYNE4
20456,ALKBH6
20457,CLIP3
20458,THAP8
20459,WDR62
20460,OVOL3
20461,POLR2I
20462,TBCB
20463,CAPNS1
20464,COX7A1
20465,ZNF565
20466,ZNF146
20467,LINC00665
20468,ZFP14
20469,ZFP82
20470,ZNF566
20471,ZNF260
20472,ZNF529
20473,ZNF529-AS1
20474,ZNF382
20475,ZNF461
20476,LINC01534
20477,ZNF567
20478,ZNF850
20479,ZNF790
20480,ZNF345
20481,ZNF829
20482,ZNF568
20483,ZNF420
20484,ZNF585A
20485,ZNF585B
20486,ZNF383
20487,LINC01535
20488,HKR1
20489,ZNF527
20490,ZNF569
20491,ZNF570
20492,ZNF793-AS1
20493,ZNF793
20494,ZNF571-AS1
20495,ZNF540
20496,ZNF571
20497,ZFP30
20498,ZNF781
20499,ZNF607
20500,ZNF573
20501,WDR87
20502,SIPA1L3
20503,DPF1
20504,SPINT2
20505,PPP1R14A
20506,C19orf33
20507,YIF1B
20508,KCNK6
20509,CATSPERG
20510,AC005625.1
20511,PSMD8
20512,GGN
20513,SPRED3
20514,FAM98C
20515,RASGRP4
20516,RYR1
20517,AC067969.1
20518,AC067969.2
20519,MAP4K1
20520,EIF3K
20521,ACTN4
20522,CAPN12
20523,LGALS7
20524,LGALS7B
20525,LGALS4
20526,ECH1
20527,HNRNPL
20528,RINL
20529,SIRT2
20530,NFKBIB
20531,CCER2
20532,SARS2
20533,MRPS12
20534,FBXO17
20535,FBXO27
20536,ACP7
20537,PAK4
20538,NCCRP1
20539,SYCN
20540,IFNL3
20541,IFNL2
20542,IFNL1
20543,LRFN1
20544,GMFG
20545,SAMD4B
20546,PAF1
20547,MED29
20548,ZFP36
20549,PLEKHG2
20550,RPS16
20551,SUPT5H
20552,TIMM50
20553,DLL3
20554,EID2B
20555,EID2
20556,LGALS13
20557,LGALS16
20558,LGALS14
20559,CLC
20560,LEUTX
20561,DYRK1B
20562,FBL
20563,FCGBP
20564,PSMC4
20565,ZNF546
20566,ZNF780B
20567,ZNF780A
20568,MAP3K10
20569,TTC9B
20570,CNTD2
20571,AKT2
20572,C19orf47
20573,PLD3
20574,HIPK4
20575,PRX
20576,SERTAD1
20577,SERTAD3
20578,BLVRB
20579,SPTBN4
20580,SHKBP1
20581,LTBP4
20582,NUMBL
20583,ITPKC
20584,C19orf54
20585,SNRPA
20586,MIA
20587,MIA-RAB4B
20588,RAB4B
20589,RAB4B-EGLN2
20590,EGLN2
20591,CYP2A6
20592,CYP2A7
20593,CYP2B6
20594,CYP2A13
20595,CYP2F1
20596,CYP2S1
20597,AXL
20598,HNRNPUL1
20599,TGFB1
20600,CCDC97
20601,TMEM91
20602,B9D2
20603,EXOSC5
20604,BCKDHA
20605,B3GNT8
20606,ERICH4
20607,PCAT19
20608,LINC01480
20609,CEACAM21
20610,CEACAM4
20611,CEACAM7
20612,CEACAM5
20613,CEACAM6
20614,CEACAM3
20615,LYPD4
20616,DMRTC2
20617,RPS19
20618,CD79A
20619,ARHGEF1
20620,RABAC1
20621,ATP1A3
20622,GRIK5
20623,ZNF574
20624,POU2F2
20625,DEDD2
20626,ZNF526
20627,GSK3A
20628,ERF
20629,CIC
20630,PAFAH1B3
20631,PRR19
20632,TMEM145
20633,MEGF8
20634,CNFN
20635,LIPE-AS1
20636,LIPE
20637,CXCL17
20638,CEACAM1
20639,CEACAM8
20640,PSG3
20641,PSG8
20642,PSG1
20643,PSG6
20644,PSG7
20645,PSG11
20646,PSG2
20647,PSG5
20648,PSG4
20649,PSG9
20650,CD177
20651,TEX101
