,index
17590,CDK10
17591,SPATA2L
17592,VPS9D1
17593,VPS9D1-AS1
17594,ZNF276
17595,FANCA
17596,SPIRE2
17597,TCF25
17598,MC1R
17599,TUBB3
17600,DEF8
17601,CENPBD1
17602,DBNDD1
17603,GAS8
17604,GAS8-AS1
17605,PRDM7
17606,FAM157C
17607,SCGB1C2
17608,DOC2B
17609,RPH3AL
17610,C17orf97
17611,VPS53
17612,FAM57A
17613,GEMIN4
17614,GLOD4
17615,AC087392.1
17616,NXN
17617,TIMM22
17618,ABR
17619,AC016292.1
17620,AC144836.1
17621,BHLHA9
17622,YWHAE
17623,CRK
17624,MYO1C
17625,INPP5K
17626,PITPNA-AS1
17627,PITPNA
17628,SLC43A2
17629,SCARF1
17630,RILP
17631,PRPF8
17632,TLCD2
17633,MIR22HG
17634,WDR81
17635,SERPINF2
17636,SERPINF1
17637,SMYD4
17638,RPA1
17639,RTN4RL1
17640,AC099684.1
17641,DPH1
17642,OVCA2
17643,HIC1
17644,SMG6
17645,SRR
17646,TSR1
17647,SGSM2
17648,MNT
17649,METTL16
17650,PAFAH1B1
17651,CLUH
17652,hsa-mir-1253
17653,RAP1GAP2
17654,OR1D5
17655,OR1D2
17656,OR1G1
17657,OR1A2
17658,OR1A1
17659,OR3A2
17660,OR3A1
17661,OR1E1
17662,OR3A3
17663,OR1E2
17664,SPATA22
17665,ASPA
17666,TRPV3
17667,TRPV1
17668,SHPK
17669,CTNS
17670,TAX1BP3
17671,P2RX5-TAX1BP3
17672,EMC6
17673,P2RX5
17674,ITGAE
17675,NCBP3
17676,CAMKK1
17677,P2RX1
17678,ATP2A3
17679,ZZEF1
17680,CYB5D2
17681,ANKFY1
17682,UBE2G1
17683,SPNS3
17684,SPNS2
17685,MYBBP1A
17686,GGT6
17687,SMTNL2
17688,ALOX15
17689,PELP1
17690,AC091153.4
17691,ARRB2
17692,MED11
17693,CXCL16
17694,ZMYND15
17695,TM4SF5
17696,VMO1
17697,GLTPD2
17698,PSMB6
17699,PLD2
17700,MINK1
17701,CHRNE
17702,C17orf107
17703,GP1BA
17704,SLC25A11
17705,RNF167
17706,PFN1
17707,ENO3
17708,SPAG7
17709,CAMTA2
17710,INCA1
17711,KIF1C
17712,SLC52A1
17713,ZFP3
17714,ZNF232
17715,USP6
17716,ZNF594
17717,SCIMP
17718,RABEP1
17719,NUP88
17720,RPAIN
17721,C1QBP
17722,DHX33
17723,DERL2
17724,MIS12
17725,NLRP1
17726,WSCD1
17727,AIPL1
17728,PITPNM3
17729,KIAA0753
17730,TXNDC17
17731,MED31
17732,C17orf100
17733,SLC13A5
17734,XAF1
17735,FBXO39
17736,TEKT1
17737,ALOX12-AS1
17738,ALOX12
17739,RNASEK
17740,RNASEK-C17orf49
17741,C17orf49
17742,MIR497HG
17743,BCL6B
17744,SLC16A13
17745,SLC16A11
17746,CLEC10A
17747,ASGR2
17748,ASGR1
17749,DLG4
17750,ACADVL
17751,DVL2
17752,PHF23
17753,GABARAP
17754,CTDNEP1
17755,ELP5
17756,CLDN7
17757,SLC2A4
17758,YBX2
17759,EIF5A
17760,GPS2
17761,NEURL4
17762,ACAP1
17763,KCTD11
17764,TMEM95
17765,TNK1
17766,TMEM256-PLSCR3
17767,TMEM256
17768,NLGN2
17769,SPEM1
17770,TMEM102
17771,FGF11
17772,CHRNB1
17773,ZBTB4
17774,SLC35G6
17775,POLR2A
17776,TNFSF12
17777,TNFSF12-TNFSF13
17778,TNFSF13
17779,SENP3
17780,SENP3-EIF4A1
17781,EIF4A1
17782,CD68
17783,MPDU1
17784,SOX15
17785,FXR2
17786,SHBG
17787,SAT2
17788,ATP1B2
17789,TP53
17790,WRAP53
17791,EFNB3
17792,DNAH2
17793,KDM6B
17794,TMEM88
17795,NAA38
17796,CYB5D1
17797,CHD3
17798,KCNAB3
17799,TRAPPC1
17800,CNTROB
17801,GUCY2D
17802,ALOX15B
17803,ALOX12B
17804,ALOXE3
17805,HES7
17806,PER1
17807,VAMP2
17808,TMEM107
17809,BORCS6
17810,AC129492.1
17811,AURKB
17812,LINC00324
17813,CTC1
17814,PFAS
17815,SLC25A35
17816,RANGRF
17817,ARHGEF15
17818,ODF4
17819,KRBA2
17820,RPL26
17821,RNF222
17822,NDEL1
17823,MYH10
17824,CCDC42
17825,SPDYE4
17826,MFSD6L
17827,PIK3R6
17828,PIK3R5
17829,NTN1
17830,STX8
17831,AC087501.1
17832,CFAP52
17833,USP43
17834,DHRS7C
17835,GSG1L2
17836,GLP2R
17837,RCVRN
17838,GAS7
17839,MYH13
17840,MYHAS
17841,MYH8
17842,MYH4
17843,MYH1
17844,MYH2
17845,MYH3
17846,SCO1
17847,ADPRM
17848,TMEM220
17849,TMEM220-AS1
17850,PIRT
17851,SHISA6
17852,DNAH9
17853,ZNF18
17854,MAP2K4
17855,LINC00670
17856,MYOCD
17857,ARHGAP44
17858,ELAC2
17859,HS3ST3A1
17860,AC005304.1
17861,COX10
17862,AC005224.2
17863,CDRT15
17864,HS3ST3B1
17865,AC005863.1
17866,CDRT7
17867,CDRT8
17868,PMP22
17869,AC005703.3
17870,AC005703.2
17871,TEKT3
17872,CDRT4
17873,TVP23C-CDRT4
17874,TVP23C
17875,CDRT1
17876,TRIM16
17877,ZNF286A
17878,TBC1D26
17879,ADORA2B
17880,ZSWIM7
17881,TTC19
17882,NCOR1
17883,PIGL
17884,CENPV
17885,UBB
17886,TRPV2
17887,LRRC75A
17888,ZNF287
17889,ZNF624
17890,CCDC144A
17891,TNFRSF13B
17892,AC104024.1
17893,AC104024.2
17894,MPRIP
17895,MPRIP-AS1
17896,PLD6
17897,FLCN
17898,COPS3
17899,NT5M
17900,MED9
17901,RASD1
17902,PEMT
17903,SMCR2
17904,RAI1
17905,RAI1-AS1
17906,SMCR5
17907,SREBF1
17908,TOM1L2
17909,DRC3
17910,ATPAF2
17911,GID4
17912,DRG2
17913,MYO15A
17914,ALKBH5
17915,LLGL1
17916,FLII
17917,MIEF2
17918,TOP3A
17919,SMCR8
17920,SHMT1
17921,EVPLL
17922,LGALS9C
17923,TBC1D28
17924,ZNF286B
17925,TRIM16L
17926,FBXW10
17927,TVP23B
17928,PRPSAP2
17929,SLC5A10
17930,FAM83G
17931,GRAP
17932,GRAPL
17933,AC007952.6
17934,AC007952.4
17935,EPN2
17936,EPN2-AS1
17937,B9D1
17938,MAPK7
17939,MFAP4
17940,RNF112
17941,AC004448.2
17942,SLC47A1
17943,ALDH3A2
17944,SLC47A2
17945,ALDH3A1
17946,ULK2
17947,AKAP10
17948,SPECC1
17949,LGALS9B
17950,CDRT15L2
17951,CCDC144NL
17952,CCDC144NL-AS1
17953,USP22
17954,LINC01563
17955,DHRS7B
17956,TMEM11
17957,NATD1
17958,MAP2K3
17959,KCNJ12
17960,C17orf51
17961,KCNJ18
17962,MTRNR2L1
17963,WSB1
17964,KSR1
17965,LGALS9
17966,NOS2
17967,LYRM9
17968,NLK
17969,TMEM97
17970,IFT20
17971,TNFAIP1
17972,POLDIP2
17973,TMEM199
17974,SEBOX
17975,SARM1
17976,VTN
17977,SLC46A1
17978,SLC13A2
17979,FOXN1
17980,UNC119
17981,PIGS
17982,ALDOC
17983,SPAG5
17984,SGK494
17985,KIAA0100
17986,SDF2
17987,SUPT6H
17988,PROCA1
17989,RAB34
17990,RPL23A
17991,TLCD1
17992,NEK8
17993,AC010761.6
17994,TRAF4
17995,FAM222B
17996,ERAL1
17997,FLOT2
17998,DHRS13
17999,PHF12
18000,PIPOX
18001,SEZ6
18002,MYO18A
18003,TIAF1
18004,CRYBA1
18005,NUFIP2
18006,TAOK1
18007,ABHD15
18008,ABHD15-AS1
18009,TP53I13
18010,GIT1
18011,ANKRD13B
18012,CORO6
18013,SSH2
18014,EFCAB5
18015,AC104984.4
18016,NSRP1
18017,SLC6A4
18018,BLMH
18019,TMIGD1
18020,CPD
18021,GOSR1
18022,TBC1D29
18023,CRLF3
18024,ATAD5
18025,TEFM
18026,ADAP2
18027,RNF135
18028,NF1
18029,OMG
18030,EVI2B
18031,EVI2A
18032,RAB11FIP4
18033,AC003101.1
18034,COPRS
18035,UTP6
18036,SUZ12
18037,LRRC37B
18038,RHOT1
18039,RHBDL3
18040,C17orf75
18041,ZNF207
18042,PSMD11
18043,CDK5R1
18044,MYO1D
18045,AC084809.2
18046,TMEM98
18047,SPACA3
18048,ASIC2
18049,CCL2
18050,CCL7
18051,CCL11
18052,CCL8
18053,CCL13
18054,CCL1
18055,AC011193.1
18056,TMEM132E
18057,CCT6B
18058,ZNF830
18059,LIG3
18060,RFFL
18061,RAD51D
18062,FNDC8
18063,NLE1
18064,UNC45B
18065,SLC35G3
18066,SLFN5
18067,SLFN11
18068,SLFN12
18069,SLFN13
18070,SLFN12L
18071,SLFN14
18072,PEX12
18073,AP2B1
18074,TAF15
18075,RASL10B
18076,GAS2L2
18077,MMP28
18078,C17orf50
18079,HEATR9
18080,AC015849.2
18081,CCL5
18082,RDM1
18083,LYZL6
18084,CCL16
18085,CCL14
18086,CCL15-CCL14
18087,CCL15
18088,CCL23
18089,CCL18
18090,CCL3
18091,CCL4
18092,TBC1D3B
18093,CCL4L2
18094,TBC1D3I
18095,TBC1D3G
18096,TBC1D3H
18097,TBC1D3F
18098,ZNHIT3
18099,MYO19
18100,PIGW
18101,GGNBP2
18102,DHRS11
18103,MRM1
18104,LHX1
18105,AATF
18106,ACACA
18107,C17orf78
18108,TADA2A
18109,DUSP14
18110,SYNRG
18111,DDX52
18112,HNF1B
18113,TBC1D3K
18114,TBC1D3L
18115,TBC1D3C
18116,TBC1D3D
18117,TBC1D3E
18118,TBC1D3
18119,MRPL45
18120,GPR179
18121,SOCS7
18122,ARHGAP23
18123,SRCIN1
18124,MLLT6
18125,AC006449.2
18126,CISD3
18127,PCGF2
18128,PSMB3
18129,PIP4K2B
18130,CWC25
18131,C17orf98
18132,RPL23
18133,LASP1
18134,LINC00672
18135,FBXO47
18136,PLXDC1
18137,ARL5C
18138,CACNB1
18139,RPL19
18140,STAC2
18141,FBXL20
18142,MED1
18143,CDK12
18144,NEUROD2
18145,PPP1R1B
18146,STARD3
18147,TCAP
18148,PNMT
18149,PGAP3
18150,ERBB2
18151,MIEN1
18152,GRB7
18153,IKZF3
18154,ZPBP2
18155,GSDMB
18156,ORMDL3
18157,LRRC3C
18158,GSDMA
18159,PSMD3
18160,CSF3
18161,MED24
18162,THRA
18163,NR1D1
18164,MSL1
18165,CASC3
18166,RAPGEFL1
18167,WIPF2
18168,CDC6
18169,RARA
18170,RARA-AS1
18171,GJD3
18172,TOP2A
18173,IGFBP4
18174,TNS4
18175,CCR7
18176,SMARCE1
18177,KRT222
18178,KRT24
18179,KRT25
18180,KRT26
18181,KRT27
18182,KRT28
18183,KRT10
18184,TMEM99
18185,KRT12
18186,KRT20
18187,KRT23
18188,KRT39
18189,KRT40
18190,KRTAP3-3
18191,KRTAP3-2
18192,KRTAP3-1
18193,KRTAP1-5
18194,KRTAP1-4
18195,KRTAP1-3
18196,KRTAP1-1
18197,KRTAP2-1
18198,KRTAP2-2
18199,KRTAP2-3
18200,KRTAP2-4
18201,KRTAP4-7
18202,KRTAP4-8
18203,KRTAP4-9
18204,KRTAP4-11
18205,KRTAP4-12
18206,KRTAP4-6
18207,KRTAP4-5
18208,KRTAP4-4
18209,KRTAP4-3
18210,KRTAP4-2
18211,KRTAP4-1
18212,KRTAP9-1
18213,KRTAP9-2
18214,KRTAP9-9
18215,KRTAP9-3
18216,KRTAP9-8
18217,KRTAP9-4
18218,KRTAP9-6
18219,KRTAP9-7
18220,KRTAP29-1
18221,KRTAP16-1
18222,KRTAP17-1
18223,KRT33A
18224,KRT33B
18225,KRT34
18226,KRT31
18227,AC003958.2
18228,KRT37
18229,KRT38
18230,KRT32
18231,KRT35
18232,KRT36
18233,KRT13
18234,KRT15
18235,KRT19
18236,LINC00974
18237,KRT9
18238,KRT14
18239,KRT16
18240,KRT17
18241,EIF1
18242,GAST
18243,HAP1
18244,JUP
18245,P3H4
18246,FKBP10
18247,NT5C3B
18248,KLHL10
18249,KLHL11
18250,ACLY
18251,TTC25
18252,CNP
18253,DNAJC7
18254,NKIRAS2
18255,ZNF385C
18256,DHX58
18257,KAT2A
18258,HSPB9
18259,RAB5C
18260,KCNH4
18261,HCRT
18262,GHDC
18263,STAT5B
18264,STAT5A
18265,STAT3
18266,ATP6V0A1
18267,NAGLU
18268,HSD17B1
18269,COASY
18270,MLX
18271,PSMC3IP
18272,TUBG1
18273,TUBG2
18274,PLEKHH3
18275,CCR10
18276,CNTNAP1
18277,EZH1
18278,RAMP2-AS1
18279,RAMP2
18280,VPS25
18281,WNK4
18282,COA3
18283,CNTD1
18284,BECN1
18285,PSME3
18286,AOC2
18287,AOC3
18288,LINC00671
18289,G6PC
18290,PTGES3L-AARSD1
18291,AARSD1
18292,PTGES3L
18293,RUNDC1
18294,RPL27
18295,IFI35
18296,VAT1
18297,RND2
18298,BRCA1
18299,NBR1
18300,TMEM106A
18301,LINC00910
18302,ARL4D
18303,MIR2117HG
18304,DHX8
18305,ETV4
18306,MEOX1
18307,SOST
18308,DUSP3
18309,MPP3
18310,CD300LG
18311,MPP2
18312,FAM215A
18313,PPY
18314,PYY
18315,NAGS
18316,TMEM101
18317,LSM12
18318,G6PC3
18319,HDAC5
18320,C17orf53
18321,ASB16
18322,ASB16-AS1
18323,TMUB2
18324,ATXN7L3
18325,UBTF
18326,SLC4A1
18327,RUNDC3A-AS1
18328,RUNDC3A
18329,SLC25A39
18330,GRN
18331,FAM171A2
18332,ITGA2B
18333,GPATCH8
18334,FZD2
18335,LINC01180
18336,MEIOC
18337,CCDC43
18338,DBF4B
18339,ADAM11
18340,GJC1
18341,HIGD1B
18342,EFTUD2
18343,CCDC103
18344,FAM187A
18345,GFAP
18346,KIF18B
18347,C1QL1
18348,DCAKD
18349,NMT1
18350,PLCD3
18351,ACBD4
18352,HEXIM1
18353,HEXIM2
18354,FMNL1
18355,MAP3K14-AS1
18356,SPATA32
18357,MAP3K14
18358,ARHGAP27
18359,PLEKHM1
18360,AC091132.1
18361,CRHR1
18362,MAPT-AS1
18363,SPPL2C
18364,MAPT
18365,STH
18366,KANSL1
18367,KANSL1-AS1
18368,ARL17B
18369,LRRC37A
18370,LRRC37A2
18371,ARL17A
18372,FAM215B
18373,NSF
18374,WNT3
18375,WNT9B
18376,GOSR2
18377,RPRML
18378,CDC27
18379,MYL4
18380,ITGB3
18381,EFCAB13
18382,NPEPPS
18383,KPNB1
18384,TBKBP1
18385,TBX21
18386,OSBPL7
18387,MRPL10
18388,LRRC46
18389,SCRN2
18390,SP6
18391,SP2
18392,SP2-AS1
18393,PNPO
18394,PRR15L
18395,CDK5RAP3
18396,COPZ2
18397,NFE2L1
18398,CBX1
18399,SNX11
18400,SKAP1
18401,HOXB1
18402,HOXB2
18403,HOXB-AS1
18404,HOXB3
18405,HOXB-AS3
18406,HOXB-AS2
18407,HOXB4
18408,HOXB5
18409,HOXB6
18410,HOXB7
18411,HOXB8
18412,HOXB9
18413,HOXB-AS4
18414,PRAC1
18415,PRAC2
18416,HOXB13
18417,TTLL6
18418,CALCOCO2
18419,UBE2Z
18420,SNF8
18421,AC091133.1
18422,GIP
18423,IGF2BP1
18424,B4GALNT2
18425,GNGT2
18426,ABI3
18427,PHOSPHO1
18428,ZNF652
18429,PHB
18430,NGFR
18431,NXPH3
18432,SPOP
18433,SLC35B1
18434,FAM117A
18435,KAT7
18436,TAC4
18437,DLX4
18438,DLX3
18439,ITGA3
18440,PDK2
18441,SAMD14
18442,PPP1R9B
18443,AC002401.1
18444,SGCA
18445,COL1A1
18446,TMEM92
18447,TMEM92-AS1
18448,XYLT2
18449,MRPL27
18450,EME1
18451,LRRC59
18452,ACSF2
18453,CHAD
18454,RSAD1
18455,MYCBPAP
18456,EPN3
18457,SPATA20
18458,CACNA1G-AS1
18459,CACNA1G
18460,ABCC3
18461,ANKRD40
18462,LUC7L3
18463,WFIKKN2
18464,TOB1
18465,SPAG9
18466,NME1
18467,NME1-NME2
18468,NME2
18469,MBTD1
18470,UTP18
18471,CA10
18472,C17orf112
18473,KIF2B
18474,TOM1L1
18475,COX11
18476,STXBP4
18477,HLF
18478,MMD
18479,TMEM100
18480,PCTP
18481,ANKFN1
18482,NOG
18483,C17orf67
18484,DGKE
18485,TRIM25
18486,COIL
18487,SCPEP1
18488,AKAP1
18489,MSI2
18490,CCDC182
18491,MRPS23
18492,CUEDC1
18493,VEZF1
18494,SRSF1
18495,DYNLL2
18496,OR4D1
18497,OR4D2
18498,EPX
18499,MKS1
18500,LPO
18501,MPO
18502,SUPT4H1
18503,RNF43
18504,HSF5
18505,MTMR4
18506,SEPT4-AS1
18507,SEPT4
18508,C17orf47
18509,TEX14
18510,RAD51C
18511,PPM1E
18512,TRIM37
18513,AC099850.1
18514,SKA2
18515,PRR11
18516,SMG8
18517,GDPD1
18518,YPEL2
18519,LINC01476
18520,DHX40
18521,CLTC
18522,PTRH2
18523,VMP1
18524,TUBD1
18525,RPS6KB1
18526,RNFT1
18527,HEATR6
18528,CA4
18529,USP32
18530,C17orf64
18531,APPBP2
18532,PPM1D
18533,BCAS3
18534,TBX2-AS1
18535,TBX2
18536,C17orf82
18537,TBX4
18538,NACA2
18539,BRIP1
18540,INTS2
18541,MED13
18542,EFCAB3
18543,METTL2A
18544,TLK2
18545,MRC2
18546,MARCH10
18547,TANC2
18548,AC015923.1
18549,CYB561
18550,ACE
18551,KCNH6
18552,DCAF7
18553,TACO1
18554,MAP3K3
18555,LIMD2
18556,STRADA
18557,CCDC47
18558,DDX42
18559,FTSJ3
18560,PSMC5
18561,SMARCD2
18562,CSH2
18563,GH2
18564,CSH1
18565,CSHL1
18566,GH1
18567,CD79B
18568,SCN4A
18569,PRR29-AS1
18570,PRR29
18571,ICAM2
18572,ERN1
18573,SNHG25
18574,TEX2
18575,PECAM1
18576,MILR1
18577,POLG2
18578,DDX5
18579,CEP95
18580,SMURF2
18581,LRRC37A3
18582,GNA13
18583,RGS9
18584,AXIN2
18585,CEP112
18586,APOH
18587,PRKCA
18588,PRKCA-AS1
18589,CACNG5
18590,CACNG4
18591,CACNG1
18592,HELZ
18593,PSMD12
18594,PITPNC1
18595,NOL11
18596,BPTF
18597,C17orf58
18598,KPNA2
18599,AMZ2
18600,ARSG
18601,SLC16A6
18602,WIPI1
18603,PRKAR1A
18604,FAM20A
18605,LINC01482
18606,ABCA8
18607,ABCA9-AS1
18608,ABCA9
18609,ABCA6
18610,ABCA10
18611,ABCA5
18612,MAP2K6
18613,LINC01483
18614,LINC01497
18615,LINC01028
18616,KCNJ16
18617,KCNJ2-AS1
18618,KCNJ2
18619,CASC17
18620,LINC01152
18621,SOX9
18622,LINC00511
18623,SLC39A11
18624,SSTR2
18625,COG1
18626,FAM104A
18627,C17orf80
18628,CPSF4L
18629,CDC42EP4
18630,SDK2
18631,LINC00469
18632,AC125421.1
18633,RPL38
18634,TTYH2
18635,DNAI2
18636,KIF19
18637,BTBD17
18638,GPR142
18639,GPRC5C
18640,CD300A
18641,CD300LB
18642,CD300C
18643,CD300LD
18644,C17orf77
18645,CD300E
18646,RAB37
18647,CD300LF
18648,SLC9A3R1
18649,NAT9
18650,TMEM104
18651,GRIN2C
18652,FDXR
18653,FADS6
18654,USH1G
18655,OTOP2
18656,OTOP3
18657,HID1
18658,HID1-AS1
18659,CDR2L
18660,KCTD2
18661,SLC16A5
18662,ARMC7
18663,NT5C
18664,SUMO2
18665,NUP85
18666,GGA3
18667,MRPS7
18668,MIF4GD
18669,SLC25A19
18670,GRB2
18671,TMEM94
18672,CASKIN2
18673,TSEN54
18674,LLGL2
18675,MYO15B
18676,RECQL5
18677,SMIM5
18678,SMIM6
18679,SAP30BP
18680,ITGB4
18681,GALK1
18682,H3F3B
18683,UNK
18684,UNC13D
18685,WBP2
18686,TRIM47
18687,TRIM65
18688,MRPL38
18689,FBF1
18690,ACOX1
18691,TEN1
18692,CDK3
18693,EVPL
18694,SRP68
18695,ZACN
18696,GALR2
18697,EXOC7
18698,FOXJ1
18699,RNF157
18700,UBALD2
18701,QRICH2
18702,PRPSAP1
18703,SPHK1
18704,UBE2O
18705,AANAT
18706,RHBDF2
18707,CYGB
18708,PRCD
18709,ST6GALNAC2
18710,ST6GALNAC1
18711,MXRA7
18712,JMJD6
18713,METTL23
18714,SRSF2
18715,MFSD11
18716,LINC00868
18717,MGAT5B
18718,SEC14L1
18719,SEPT9
18720,TNRC6C
18721,TMC6
18722,TMC8
18723,C17orf99
18724,SYNGR2
18725,TK1
18726,AFMID
18727,BIRC5
18728,TMEM235
18729,SOCS3
18730,PGS1
18731,DNAH17
18732,CYTH1
18733,USP36
18734,TIMP2
18735,CEP295NL
18736,LGALS3BP
18737,CANT1
18738,C1QTNF1-AS1
18739,C1QTNF1
18740,ENGASE
18741,RBFOX3
18742,ENPP7
18743,CBX2
18744,CBX8
18745,CBX4
18746,TBC1D16
18747,CCDC40
18748,GAA
18749,EIF4A3
18750,CARD14
18751,SGSH
18752,SLC26A11
18753,RNF213
18754,ENDOV
18755,NPTX1
18756,RPTOR
18757,CHMP6
18758,BAIAP2
18759,AATK
18760,CEP131
18761,AC027601.1
18762,SLC38A10
18763,LINC00482
18764,TMEM105
18765,BAHCC1
18766,ACTG1
18767,FSCN2
18768,FAAP100
18769,NPLOC4
18770,TSPAN10
18771,PDE6G
18772,OXLD1
18773,CCDC137
18774,ARL16
18775,HGS
18776,MRPL12
18777,SLC25A10
18778,GCGR
18779,PPP1R27
18780,P4HB
18781,ARHGDIA
18782,ALYREF
18783,ANAPC11
18784,NPB
18785,PCYT2
18786,SIRT7
18787,MAFG
18788,PYCR1
18789,MYADML2
18790,NOTUM
18791,ASPSCR1
18792,LRRC45
18793,RAC3
18794,DCXR
18795,RFNG
18796,GPS1
18797,DUS1L
18798,FASN
18799,CCDC57
18800,SLC16A3
18801,CSNK1D
18802,CD7
18803,SECTM1
18804,TEX19
18805,UTS2R
18806,OGFOD3
18807,HEXDC
18808,NARF
18809,FOXK2
18810,WDR45B
18811,RAB40B
18812,FN3KRP
18813,FN3K
18814,TBCD
18815,ZNF750
18816,B3GNTL1
18817,METRNL
18818,AC144831.1
18819,AP005530.1
18820,USP14
18821,THOC1
18822,COLEC12
18823,CETN1
18824,CLUL1
18825,TYMS
18826,ENOSF1
18827,YES1
18828,ADCYAP1
18829,LINC00470
18830,METTL4
18831,NDC80
18832,SMCHD1
18833,EMILIN2
18834,LPIN2
18835,MYOM1
18836,MYL12A
18837,MYL12B
18838,IGLJCOR18
18839,TGIF1
18840,GAPLINC
18841,DLGAP1
18842,DLGAP1-AS1
18843,DLGAP1-AS2
18844,DLGAP1-AS3
18845,DLGAP1-AS4
18846,DLGAP1-AS5
18847,LINC00526
18848,LINC00667
18849,ZBTB14
18850,EPB41L3
18851,MIR3976HG
18852,TMEM200C
18853,L3MBTL4
18854,L3MBTL4-AS1
18855,LINC01387
18856,ARHGAP28
18857,LINC00668
18858,LAMA1
18859,LRRC30
18860,PTPRM
18861,RAB12
18862,GACAT2
18863,MTCL1
18864,NDUFV2
18865,NDUFV2-AS1
18866,ANKRD12
18867,TWSG1
18868,RALBP1
18869,PPP4R1
18870,PPP4R1-AS1
18871,RAB31
18872,TXNDC2
18873,VAPA
18874,LINC01254
18875,APCDD1
18876,NAPG
18877,PIEZO2
18878,LINC01255
18879,GNAL
18880,CHMP1B
18881,MPPE1
18882,IMPA2
18883,ANKRD62
18884,CIDEA
18885,TUBB6
18886,AFG3L2
18887,PRELID3A
18888,SPIRE1
18889,PSMG2
18890,CEP76
18891,PTPN2
18892,SEH1L
18893,CEP192
18894,LDLRAD4
18895,LDLRAD4-AS1
18896,FAM210A
18897,RNMT
18898,MC5R
18899,MC2R
18900,ZNF519
18901,POTEC
18902,ANKRD30B
18903,LINC01443
18904,LINC01444
18905,AP005242.1
18906,ROCK1
18907,GREB1L
18908,ESCO1
18909,SNRPD1
18910,ABHD3
18911,MIB1
18912,MIR133A1HG
18913,GATA6-AS1
18914,GATA6
18915,CTAGE1
18916,RBBP8
18917,CABLES1
18918,TMEM241
18919,RIOK3
18920,NPC1
18921,ANKRD29
18922,LAMA3
18923,TTC39C
18924,TTC39C-AS1
18925,CABYR
18926,OSBPL1A
18927,IMPACT
18928,HRH4
18929,ZNF521
18930,SS18
18931,PSMA8
18932,TAF4B
18933,LINC01543
18934,KCTD1
18935,AQP4-AS1
18936,PCAT18
18937,AQP4
18938,CHST9
18939,CDH2
18940,DSC3
18941,DSC2
18942,DSCAS
18943,DSC1
18944,DSG1
18945,DSG1-AS1
18946,DSG4
18947,DSG3
18948,DSG2
18949,DSG2-AS1
18950,TTR
18951,B4GALT6
18952,SLC25A52
18953,TRAPPC8
18954,RNF125
18955,RNF138
18956,GAREM1
18957,MEP1B
18958,AC021224.1
18959,KLHL14
18960,AC012123.1
18961,CCDC178
18962,ASXL3
18963,NOL4
18964,DTNA
18965,MAPRE2
18966,ZNF397
18967,ZSCAN30
18968,ZNF24
18969,ZNF396
18970,INO80C
18971,GALNT1
18972,C18orf21
18973,RPRD1A
18974,SLC39A6
18975,ELP2
18976,MOCOS
18977,FHOD3
18978,TPGS2
18979,KIAA1328
18980,CELF4
18981,LINC01477
18982,PIK3C3
18983,LINC00907
18984,RIT2
18985,SYT4
18986,LINC01478
18987,SETBP1
18988,SLC14A2
18989,SLC14A2-AS1
18990,SLC14A1
18991,SIGLEC15
18992,EPG5
18993,PSTPIP2
18994,HAUS1
18995,C18orf25
18996,RNF165
18997,LOXHD1
18998,ST8SIA5
18999,PIAS2
19000,KATNAL2
19001,HDHD2
19002,IER3IP1
19003,SKOR2
19004,SMAD2
19005,ZBTB7C
19006,CTIF
19007,SMAD7
19008,DYM
19009,C18orf32
19010,RPL17-C18orf32
19011,RPL17
19012,LIPG
19013,ACAA2
19014,SNHG22
19015,MYO5B
19016,CFAP53
19017,MBD1
19018,CXXC1
19019,SKA1
19020,MAPK4
19021,MRO
19022,ME2
19023,ELAC1
19024,SMAD4
19025,MEX3C
19026,DCC
19027,MBD2
19028,POLI
19029,STARD6
19030,C18orf54
19031,DYNAP
19032,RAB27B
19033,CCDC68
19034,TCF4
19035,TCF4-AS1
19036,TCF4-AS2
19037,LINC01415
19038,LINC01416
19039,LINC01539
19040,TXNL1
19041,WDR7
19042,LINC-ROR
19043,BOD1L2
19044,ST8SIA3
19045,ONECUT2
19046,FECH
19047,NARS
19048,ATP8B1
19049,NEDD4L
19050,ALPK2
19051,MALT1
19052,ZNF532
19053,SEC11C
19054,GRP
19055,RAX
19056,CPLX4
19057,LMAN1
19058,CCBE1
19059,PMAIP1
19060,MC4R
19061,CDH20
19062,LINC01544
19063,RNF152
19064,PIGN
19065,KIAA1468
19066,TNFRSF11A
19067,ZCCHC2
19068,PHLPP1
19069,BCL2
19070,KDSR
19071,VPS4B
19072,SERPINB5
19073,SERPINB12
19074,SERPINB13
19075,SERPINB4
19076,SERPINB3
19077,SERPINB11
19078,SERPINB7
19079,SERPINB2
19080,SERPINB10
19081,HMSD
19082,SERPINB8
19083,LINC00305
19084,AC100848.1
19085,LINC01538
19086,AC007948.1
19087,AC007631.1
19088,CDH7
19089,CDH19
19090,DSEL
19091,TMX3
19092,CCDC102B
19093,DOK6
19094,CD226
19095,RTTN
19096,SOCS6
19097,GTSCR1
19098,LINC01541
19099,CBLN2
19100,NETO1
19101,FBXO15
19102,TIMM21
19103,CYB5A
19104,C18orf63
19105,FAM69C
19106,CNDP2
19107,CNDP1
19108,LINC00909
19109,ZNF407
19110,ZADH2
19111,TSHZ1
19112,SMIM21
19113,ZNF516
19114,C18orf65
19115,LINC00908
19116,LINC00683
19117,ZNF236
